"Year","Quarter","Month","Group","Unit","Population","Deflator","Total Disposable Income (nominal $)","Total Factor Income (nominal $)","Total Posttax Income (nominal $)","Total Pretax Income (nominal $)","Disposable Income Per Unit (nominal $)","Factor Income Per Unit (nominal $)","Posttax Income Per Unit (nominal $)","Pretax Income Per Unit (nominal $)","Disposable Income Share","Factor Income Share","Posttax Income Share","Pretax Income Share"
"1984","2","5","Top 0.1%","Adults","166024.9762010106","0.43212318","102530213214.5041","152380787566.9384","120975857393.5005","154676066384.2327","617558.9695032886","917818.4575220005","728660.5916873135","931643.3582677495","0.037498492","0.0447862364","0.0355560136","0.0454608418"
"1984","2","6","Top 0.1%","Adults","166213.7652558872","0.43296352","103890471614.8035","153497984488.5175","122654882725.2295","155885271951.3537","625041.3222687269","923497.4266554057","737934.5659873688","937860.1809023898","0.0376505167","0.0447372082","0.0357479417","0.0454329864"
"1984","3","7","Top 0.1%","Adults","166395.9025388664","0.43474194","105356316111.0521","154286645555.4365","124173071634.0737","156732646140.9022","633166.5293647671","927226.2309427874","746250.7774497007","941926.115664374","0.0379534042","0.0447745503","0.036035481","0.0454843886"
"1984","3","8","Top 0.1%","Adults","166573.1254345778","0.43633509","107471292586.93301","156090637563.838","126258338300.3314","158439408684.4631","645189.8666519454","937069.7533387112","757975.4415421583","951170.2939541155","0.0383168657","0.0449669283","0.0363727753","0.0456435676"
"1984","3","9","Top 0.1%","Adults","166745.6324837156","0.43720892","109097045599.4528","158191724420.3929","128434637880.3796","160742996633.4978","654272.28272445","948700.8568925603","770242.8901274073","964001.2409272308","0.0385913223","0.0451420638","0.0366504925","0.0458701024"
"1984","4","10","Top 0.1%","Adults","166921.8713006012","0.4385497","110316512553.0289","159731879957.1389","129702511109.8723","162254474986.1771","660887.1066054936","956926.0080333379","777025.2639709363","972038.4376351807","0.0389993098","0.0455746286","0.037006663","0.0462943743"
"1984","4","11","Top 0.1%","Adults","167103.3925962541","0.43922672","111397275146.92401","161779436585.4539","131425409908.0278","164354031391.3354","666636.8253580338","968139.7491212899","786491.5718711381","983546.945623291","0.0391568905","0.0457907703","0.0371992315","0.0465194951"
"1984","4","12","Top 0.1%","Adults","167287.9385197314","0.44029012","111973775858.2746","163116668649.7132","132206424722.2298","165456922869.9989","669347.5743026593","975065.3280390194","790292.6289371199","989054.7061196732","0.0389920158","0.0458574255","0.0371675455","0.0465153475"
"1985","1","1","Top 0.1%","Adults","167474.7716173361","0.44207516","112594896411.0103","164524024641.9542","133195589262.3181","166985067309.4702","672309.5981780402","982380.9464142809","795317.3363129422","997075.9517798608","0.0391453382","0.0460513661","0.0372823296","0.0467402284"
"1985","1","2","Top 0.1%","Adults","167663.4559999999","0.44377959","112709930730.1852","165297664262.3718","133656622540.6566","167828115543.5644","672239.0997963519","985889.6399127778","797172.0596088433","1000982.0836781778","0.0391666606","0.04613735","0.0373058044","0.0468436413"
"1985","1","3","Top 0.1%","Adults","167854.7326557777","0.44524437","113075533646.3802","166028298490.8602","134337493583.0068","168660168451.7238","673651.1497609422","989118.9593762425","800319.9639207957","1004798.4098106893","0.0390939224","0.0460555873","0.0372646845","0.0467856573"
"1985","2","4","Top 0.1%","Adults","168045.6455789279","0.44570172","114417770975.0466","166990126107.6709","135536865932.0382","169672568704.74402","680873.1674115692","993718.8525913856","806547.9201505346","1009681.4357802087","0.0393398081","0.046169551","0.0374733306","0.0469111948"
"1985","2","5","Top 0.1%","Adults","168232.1205966556","0.44652155","116450117446.7031","169035271355.0607","137363667631.4121","171833729803.7769","692199.0701519939","1004774.0630954222","816512.7274401298","1021408.5704581727","0.0395301109","0.0462641392","0.0375957737","0.0470300635"
"1985","2","6","Top 0.1%","Adults","168411.5635968464","0.4474493","116646830870.5381","170312448620.8512","138306888033.8762","173254382802.7432","692629.581836638","1011287.1407604482","821243.4174945577","1028755.8591730067","0.0396572608","0.0464636674","0.0377320939","0.0472662692"
"1985","3","7","Top 0.1%","Adults","168585.666739189","0.44822258","117963562138.5493","172885205349.6061","139912367950.1711","175701505495.1976","699724.7418491704","1025503.5833922271","829918.5254380077","1042209.0376580898","0.0399142599","0.0469469179","0.0379931552","0.0477116832"
"1985","3","8","Top 0.1%","Adults","168755.8211867713","0.44946548","118228327405.0405","173781759409.4823","140913654419.6373","177244189743.6288","700588.143114724","1029782.3102478256","835015.0734277809","1050299.7081651066","0.0399802177","0.0469208924","0.0380465386","0.0478557449"
"1985","3","9","Top 0.1%","Adults","168922.28920699","0.45006526","117931658417.4483","173825467806.3459","140985640919.6027","177487631734.9635","698141.4884387458","1029026.2381736239","834618.3418509385","1050705.8160778172","0.0397259865","0.0466978862","0.0378755282","0.0476817196"
"1985","4","10","Top 0.1%","Adults","169090.0604404596","0.45073983","117224846058.401","173034301173.9964","140124708965.3439","176238222261.0379","693268.6980715729","1023326.2719479933","828698.6745426408","1042274.2874534327","0.0393711301","0.046441104","0.0376084172","0.0473010122"
"1985","4","11","Top 0.1%","Adults","169262.0996212369","0.45176169","116714395383.5887","172595782429.3203","139696135197.6755","175847673051.2259","689548.3137971474","1019695.3884865145","825324.3668268201","1038907.5489712446","0.039122051","0.0462326524","0.0374199349","0.0471037258"
"1985","4","12","Top 0.1%","Adults","169435.8021163987","0.45279053","116596487169.0124","173492942350.1137","140462837639.5808","176856725111.4118","688145.5141866249","1023944.9997169302","829003.2914241224","1043797.8449791567","0.0387811245","0.0460408228","0.0372754338","0.0469334892"
"1986","1","1","Top 0.1%","Adults","169610.5368039022","0.45415893","116855782569.7517","174143877349.5634","140325416777.5932","177351690721.8085","688965.3483312554","1026727.9417369126","827339.0287057022","1045640.7606731198","0.0385857743","0.0460765064","0.0371285232","0.046925258"
"1986","1","2","Top 0.1%","Adults","169786.193","0.4541209","116811751365.2489","173854792528.2859","139224218214.9901","177108637261.3593","687993.2301989297","1023963.0764810534","819997.2904451077","1043127.4424143506","0.0384656321","0.0458462838","0.0367140471","0.0467043375"
"1986","1","3","Top 0.1%","Adults","169963.2265196519","0.45376244","115491712206.0836","172477405440.6551","137777820722.3015","176164187351.1443","679510.0009044012","1014792.4876015019","810633.1207260945","1036484.1322353658","0.0378460923","0.0452909241","0.0361791431","0.0462590379"
"1986","2","4","Top 0.1%","Adults","170139.448503132","0.45412838","113358114405.6657","170842920086.0384","135527801892.6242","174132373979.6012","666265.9095405434","1004134.6765203218","796568.9502639321","1023468.5460168027","0.0372407991","0.0449724642","0.0356761595","0.0458383758"
"1986","2","5","Top 0.1%","Adults","170311.6491800202","0.45565087","111333902858.6557","169201645421.2756","133614048244.9775","172486589632.4858","653706.9154968681","993482.5141786321","784526.7712941165","1012770.356361042","0.036555809","0.0445073163","0.0351462465","0.0453713979"
"1986","2","6","Top 0.1%","Adults","170475.3877620554","0.45741203","109809164188.4652","168457338615.134","132246940472.0233","171474999451.1953","644135.0017149316","988162.225800371","775753.8622326511","1005863.671596601","0.0360180388","0.0442058048","0.0347036374","0.0449976856"
"1986","3","7","Top 0.1%","Adults","170633.9090392187","0.45697999","109056161156.1977","167356747766.1912","131178150617.6097","170534924421.0958","639123.6171652852","980794.1968189086","768769.5333021971","999419.9006593693","0.0355804997","0.0437814987","0.0343169672","0.0446129281"
"1986","3","8","Top 0.1%","Adults","170790.3747763569","0.45722306","107623944665.0865","166837513838.9883","128824971487.9852","170174303701.5598","630152.2834996744","976855.4818001617","754287.070665875","996392.8232161572","0.0351140221","0.043437035","0.0335402672","0.0443057858"
"1986","3","9","Top 0.1%","Adults","170943.7669966069","0.45860529","106078642254.1917","167038180136.0998","127860084342.8515","170402528862.8195","620547.0027830688","977152.7975010364","747965.7585022647","996833.8235239768","0.0345142562","0.043241696","0.0330995402","0.0441126356"
"1986","4","10","Top 0.1%","Adults","171099.2069631609","0.45954275","103875694347.7608","165381157398.4746","125454294251.6113","168841167388.2065","607107.982505881","966580.502235072","733225.4571970205","986802.7466927969","0.0338156752","0.0427713485","0.0324453488","0.0436661862"
"1986","4","11","Top 0.1%","Adults","171256.1228837401","0.46023515","102675374163.3","165147353779.338","125008259960.3158","168588944468.8221","599542.792598445","964329.6309554484","729949.1419946463","984425.7923745672","0.0333730384","0.0425453594","0.0322047022","0.043431984"
"1986","4","12","Top 0.1%","Adults","171413.2095376306","0.46049532","102801931337.5503","166338939928.74802","125540672494.2882","169825609135.5096","599731.6753758236","970397.4412323888","732386.2194338533","990738.167691957","0.0333044253","0.0425672089","0.0321266688","0.0434594701"
"1987","1","1","Top 0.1%","Adults","171571.9247072451","0.4620395","108173069378.5228","170635637147.6305","129046996393.9553","174162512951.7507","630482.3447256864","994542.8859575237","752145.1811778034","1015099.1384454418","0.0346312723","0.0435652325","0.0329471762","0.0444656842"
"1987","1","2","Top 0.1%","Adults","171732.209","0.46312675","112457904112.7638","175458611324.0934","134924630818.8615","179075372993.4623","654844.5674088068","1021698.9133593071","785668.7548860534","1042759.3870493001","0.035590171","0.044349331","0.0341038668","0.0452635122"
"1987","1","3","Top 0.1%","Adults","171893.0260126282","0.46387747","115873993173.6486","180144519812.9119","139155536523.4425","183944027271.4545","674105.2610542552","1048003.6566444383","809547.3082963784","1070107.5636305395","0.0364463705","0.0451629259","0.0348868297","0.0461154771"
"1987","2","4","Top 0.1%","Adults","172054.303014612","0.46520835","120314309635.2662","186486337734.3102","144251581300.8644","190015675098.4525","699281.0265550191","1083880.6961920187","838407.286382216","1104393.6232290284","0.0376170213","0.0464115907","0.0359004601","0.0472899508"
"1987","2","5","Top 0.1%","Adults","172212.3657256496","0.4660207","124551941483.9784","191786494094.9051","149081508306.6073","195709947656.5623","723246.213819519","1113662.7343035222","865684.1085622625","1136445.381444597","0.0385526369","0.047297893","0.0367660991","0.0482654852"
"1987","2","6","Top 0.1%","Adults","172363.1295103736","0.46744743","128582129269.7003","196855928183.9858","153851606580.0906","200990159365.3754","745995.5596939984","1142099.9882236307","892601.6081115023","1166085.5772131875","0.0396058446","0.0482086255","0.0376771714","0.0492210696"
"1987","3","7","Top 0.1%","Adults","172510.8966475109","0.4682065","132338360951.7173","201467844750.6501","158121158474.6511","205692630131.8212","767130.4452270189","1167855.7625394904","916586.4971285716","1192345.724989825","0.0404971789","0.0490289632","0.0384801677","0.0500571015"
"1987","3","8","Top 0.1%","Adults","172655.8532899449","0.46981421","136080419265.16699","206061085673.2258","162674348886.1262","210484269187.0134","788159.8953766373","1193478.713560801","942188.438945904","1219097.2108749908","0.0412142595","0.0496230072","0.0391747441","0.0506881849"
"1987","3","9","Top 0.1%","Adults","172797.7110767694","0.47122476","139334545306.0295","209768421194.7964","166582058072.9792","214307641763.1341","806344.8551359971","1213953.7027871965","964029.3093869236","1240222.6882966228","0.0420350231","0.050338598","0.0399750698","0.0514278852"
"1987","4","10","Top 0.1%","Adults","172941.3885466562","0.47262341","143114496926.39902","213291414138.5817","170583215656.8813","218022346269.0536","827531.7905626132","1233316.188397781","986364.3231409655","1260671.8848578888","0.0427369568","0.0507491139","0.0405874142","0.0518747597"
"1987","4","11","Top 0.1%","Adults","173087.286534067","0.4734852","146213993283.5848","216583610721.1143","174262513868.3517","221568901604.5362","844741.379978864","1251297.048200512","1006789.7958181545","1280099.2264728064","0.0434032788","0.0512184134","0.0412101796","0.0523973516"
"1987","4","12","Top 0.1%","Adults","173236.7749890074","0.47437105","149714576171.7746","220903261694.2373","178675192981.2157","225991010360.1615","864219.3678638651","1275152.2400959875","1031392.9764194317","1304520.9966215405","0.0438791248","0.0515852846","0.0417241946","0.0527733746"
"1988","1","1","Top 0.1%","Adults","173392.9136464379","0.47629353","156473711986.8857","228674866950.477","186079089557.9703","233937954116.1945","902422.7616703424","1318824.755530456","1073164.3274499702","1349178.2864506952","0.0455261735","0.0531497408","0.0432494197","0.0543730133"
"1988","1","2","Top 0.1%","Adults","173552.3549999999","0.47693121","161101856088.2136","234170509946.3087","191641891385.3531","239866209349.7439","928260.8472135896","1349278.780724749","1104231.0050206645","1382097.1161684555","0.0464948057","0.0540709937","0.0442509496","0.0553861552"
"1988","1","3","Top 0.1%","Adults","173713.6377851702","0.47839054","165489004871.0935","239837591730.7379","196777632256.1019","245672313821.1476","952654.0747235516","1380649.1809661053","1132770.2002271963","1414237.3445944868","0.0473487669","0.0550257404","0.0451465298","0.0563643958"
"1988","2","4","Top 0.1%","Adults","173877.260680349","0.48039284","170478914665.7079","245915539731.1453","202876327723.03198","252472769671.2379","980455.489111434","1414305.3483182567","1166778.9504459358","1452017.1797241312","0.0483163273","0.0559089089","0.0461239423","0.0573996954"
"1988","2","5","Top 0.1%","Adults","174037.6269099354","0.48159137","173630224714.4953","250571576187.6894","207040357676.6183","257534283359.9462","997659.1142807817","1439755.1876374432","1189629.8596611053","1479762.0947406986","0.0490326527","0.0567135746","0.0468608569","0.0582894918"
"1988","2","6","Top 0.1%","Adults","174191.762993381","0.48357511","177076012041.1179","255799224746.0435","211594802284.2375","263114183125.1763","1016557.8957246473","1468492.0822333226","1214723.3522877756","1510485.7922310263","0.0496479591","0.0574654924","0.0475349349","0.0591088036"
"1988","3","7","Top 0.1%","Adults","174344.0108096546","0.48597854","180912823148.2767","261561333995.9001","216527037595.1393","269303889725.5911","1037677.304245305","1500259.933112745","1241952.8298654282","1544669.5786964076","0.0503395417","0.0582865522","0.0482510706","0.0600119101"
"1988","3","8","Top 0.1%","Adults","174494.8331462035","0.48734614","185870905019.8887","268324977955.7988","222434315970.8304","276234579303.8613","1065194.319330668","1537724.4879851434","1274732.9646400476","1583053.0584960843","0.0514872146","0.0594901872","0.0493157928","0.0612438203"
"1988","3","9","Top 0.1%","Adults","174644.4580974338","0.48950464","191450728877.6603","275582648036.9102","229093973740.9693","283958784028.6561","1096231.343171796","1577963.8875409558","1311773.5096590251","1625924.9627619793","0.0526497644","0.0606188099","0.0503928829","0.0624612749"
"1988","4","10","Top 0.1%","Adults","174799.6037777917","0.4907487","198758417609.903","284817327564.5595","237763616387.7267","293746287968.8679","1137064.4630440248","1629393.4391671976","1360206.8382830885","1680474.56413164","0.0540909316","0.0618921707","0.0516671737","0.0638324766"
"1988","4","11","Top 0.1%","Adults","174959.5640660473","0.49165431","203933171930.8744","291252681868.97","243673991950.3499","300437202356.7257","1165601.7378614955","1664685.6856537545","1392744.6221708856","1717180.7895183743","0.055395794","0.0631183938","0.0528074484","0.0651088036"
"1988","4","12","Top 0.1%","Adults","175122.3565975275","0.49306491","207746088242.1364","296627991760.6183","248794794835.023","306253470095.4181","1186291.0725875276","1693832.800813316","1420691.2222339043","1748797.1041827674","0.0561289702","0.0638191854","0.0535279258","0.0658900965"
"1989","1","1","Top 0.1%","Adults","175291.550624227","0.49558172","201657927663.9094","292864641938.3204","243547560148.1351","302003509209.9125","1150414.420693922","1670728.7995080561","1389385.6223009217","1722864.0407050669","0.0542078298","0.0625286463","0.0519991049","0.0644798584"
"1989","1","2","Top 0.1%","Adults","175464.6479999999","0.49697316","199392098885.2609","290241119379.669","241002282174.2084","299296404821.3405","1136366.220534982","1654128.7529307278","1373509.0510893597","1705736.2165701927","0.0535104739","0.0618322461","0.0513425265","0.0637613613"
"1989","1","3","Top 0.1%","Adults","175640.3957620188","0.49831063","197801007521.7304","288105549047.7109","238862582641.8023","296987524820.5016","1126170.3588378255","1640314.8478330402","1359952.4278312682","1690883.942341488","0.052706015","0.061091862","0.0506500484","0.0629752564"
"1989","2","4","Top 0.1%","Adults","175819.8510611633","0.50086093","196206588090.2545","286129745604.4022","237458750108.6711","295172901164.7444","1115952.4189449982","1627402.9575014536","1350579.8615769797","1678837.1698828319","0.0522728169","0.0604823015","0.0501941938","0.0623938502"
"1989","2","5","Top 0.1%","Adults","175996.8349093521","0.50234234","195956660683.0475","285172380892.9161","236869268291.235","294176277934.5786","1113410.1404947184","1620326.7578067258","1345872.3187450245","1671486.1837492438","0.0523597354","0.0603739714","0.0501476978","0.0622801905"
"1989","2","6","Top 0.1%","Adults","176168.6566761414","0.50352806","196223714435.0396","284886005286.0219","236842494481.9493","293848036846.4811","1113840.1015100335","1617120.8355737217","1344407.67699868","1667992.7201050003","0.0521678572","0.0600401758","0.0499149297","0.0619289381"
"1989","3","7","Top 0.1%","Adults","176337.81006135","0.50524449","196896216727.9346","285192811883.913","237340577322.184","294193046303.2685","1116585.3577257884","1617309.4799390505","1345942.638391678","1668349.2111017783","0.0519919462","0.059699226","0.049682349","0.061583239"
"1989","3","8","Top 0.1%","Adults","176504.9713408263","0.50562346","196589842575.557","284464036375.1817","236592306572.5025","293318304893.9369","1113792.0993508298","1611648.8629993845","1340428.571361025","1661813.277358331","0.0518179848","0.0594665664","0.0494590896","0.0613175315"
"1989","3","9","Top 0.1%","Adults","176675.1437924424","0.50687581","195223801412.9205","282826278411.3131","234848796169.1545","291672128658.4546","1104987.3639399384","1600826.6490705495","1329269.0252175732","1650895.0970551374","0.0513103651","0.0589979638","0.0489897926","0.0608432209"
"1989","4","10","Top 0.1%","Adults","176861.2707312896","0.50879264","192477912250.5601","280249031301.6871","231938840977.376","289111615062.4866","1088298.8200565248","1584569.8164607075","1311416.7958782075","1634680.1867195794","0.0503259754","0.0581835095","0.048153657","0.0600235025"
"1989","4","11","Top 0.1%","Adults","177068.2082816842","0.50951231","191165658347.9026","278533792550.8571","230078947143.6287","287227324885.985","1079615.9299460005","1573031.0666935712","1299380.3313218926","1622128.1486570255","0.0499127522","0.0578224979","0.0477634662","0.0596272403"
"1989","4","12","Top 0.1%","Adults","177273.2199487242","0.51025409","191810474504.4983","278817817436.5864","230578052726.2047","287550797631.8488","1082004.7977916743","1572814.0861729356","1300693.0928027304","1622076.9144658293","0.0499143473","0.0576348232","0.0476631133","0.0594400297"
"1990","1","1","Top 0.1%","Adults","177485.383059525","0.51305032","196731432623.4091","284066188217.4028","235045090487.6167","292680624931.4098","1108437.3779525796","1600504.6912631262","1324306.7481719737","1649040.7259805198","0.0503604702","0.058093343","0.0480682165","0.0598550502"
"1990","1","2","Top 0.1%","Adults","177705.1409999999","0.51489913","198452921503.9866","286851110578.7032","236930605312.2787","295595747092.0895","1116753.968890448","1614197.028653793","1333279.4086822665","1663405.7148188504","0.0503736092","0.0581881937","0.0480617414","0.0599620565"
"1990","1","3","Top 0.1%","Adults","177933.8598090576","0.51709127","200776838872.7646","290247164926.658","239608551157.7834","299105137506.7633","1128379.045383605","1631208.164866006","1346615.823513914","1680990.5536120876","0.0506450126","0.0584856803","0.0482818472","0.0602705891"
"1990","2","4","Top 0.1%","Adults","178166.1783641405","0.51910543","204224324742.4493","294764810283.3893","242928051369.0891","303680557824.4064","1146257.5367421897","1654437.5200153957","1363491.3966251588","1704479.2710529852","0.0509726845","0.058887492","0.0485316534","0.0606686612"
"1990","2","5","Top 0.1%","Adults","178398.0675620094","0.52060372","204850935308.2026","295693658670.8309","243339751068.0458","304632416750.3221","1148280.012825803","1657493.6192515127","1364026.8327652332","1707599.3081844053","0.0510861686","0.0590379609","0.0485850217","0.0608226661"
"1990","2","6","Top 0.1%","Adults","178628.8498469151","0.52262628","204477337152.1801","295686002256.8165","243087546414.6092","304712963505.9396","1144704.9976944774","1655309.332788177","1360852.6653053814","1705844.0658778162","0.0507853406","0.0587986848","0.048339211","0.0605937426"
"1990","3","7","Top 0.1%","Adults","178857.5552989572","0.52303195","202444102367.2765","293195373611.6099","241238521483.5684","302261506868.9885","1131873.3616195014","1639267.4780863419","1348774.565772984","1689956.6046497948","0.0502233913","0.0581820371","0.0478716585","0.0599811313"
"1990","3","8","Top 0.1%","Adults","179081.9782537745","0.52540463","201680400178.5191","292102942919.9858","240351282354.7741","301321267753.5937","1126190.374626757","1631113.000695418","1342129.9267432468","1682588.4474349262","0.0501549593","0.0580544905","0.0477690197","0.059886602"
"1990","3","9","Top 0.1%","Adults","179303.1377498946","0.52730101","201763320193.7396","292377263202.9526","240446436262.59198","301491500997.209","1125263.744548487","1630631.0467961926","1341005.178604206","1681462.4929640207","0.0498567266","0.0578073506","0.0475398507","0.0596093715"
"1990","4","10","Top 0.1%","Adults","179528.8682671506","0.52876723","201630451801.1565","292482001278.1123","240026751993.7747","301616441535.3661","1123108.799979273","1629164.1790047945","1336981.36857076","1680044.2427261407","0.0499402871","0.0579299396","0.0475404818","0.0597391367"
"1990","4","11","Top 0.1%","Adults","179759.9216952302","0.52888304","203528594927.903","294263294186.531","241780033049.4253","303411297684.5753","1132224.541535854","1636979.4301837366","1345016.346075994","1687869.5474677999","0.0502456927","0.0581046293","0.0477413917","0.0599109754"
"1990","4","12","Top 0.1%","Adults","179993.8216413219","0.52981412","206682324668.052","296850183027.8955","244323235191.75","305941992017.5961","1148274.5506671497","1649224.2918172833","1357397.8982379679","1699736.0755373829","0.0505208637","0.058221043","0.047918965","0.0600042139"
"1991","1","1","Top 0.1%","Adults","180229.0172141581","0.53326941","207556812274.817","295360997535.8975","242385408790.58102","303801141462.8412","1151628.16444916","1638809.3443628626","1344874.4965554867","1685639.4500661779","0.0503600167","0.0581016285","0.0476805907","0.0597619226"
"1991","1","2","Top 0.1%","Adults","180465.5299999999","0.53453964","207161386631.0013","294520538570.4372","241102532600.275","302588085548.562","1147927.7324096265","1632004.3975735274","1336003.2389580165","1676708.4858175528","0.0500858415","0.0578224527","0.0473350346","0.0594063332"
"1991","1","3","Top 0.1%","Adults","180704.5854991782","0.53520089","204752371074.5207","291585749710.0659","238074588418.0883","299383126900.45197","1133077.8934519724","1613604.5961677711","1317479.5081178003","1656754.4540911135","0.0493896137","0.0571471061","0.0466595977","0.058675293"
"1991","2","4","Top 0.1%","Adults","180940.5358112698","0.5362854","201652441523.0416","287775392091.7385","234172286501.5416","295304818598.1713","1114468.024640843","1590441.8034436621","1294194.7223246603","1632054.5159996059","0.0485171668","0.0563062648","0.045818257","0.057779476"
"1991","2","5","Top 0.1%","Adults","181168.5205664765","0.53867954","198858919331.0754","285013604884.5051","231017178181.6173","292326758240.2488","1097646.0960727872","1573196.0717751987","1275150.7682420453","1613562.650543281","0.0477012373","0.0555883509","0.0450570206","0.0570146899"
"1991","2","6","Top 0.1%","Adults","181384.7379912749","0.53982109","195764551516.8863","282491054289.8271","228086598088.4065","289767458126.4922","1079277.9683939181","1557413.580757912","1257474.0334513595","1597529.4356928244","0.0467173289","0.0547137842","0.0441765534","0.0561231022"
"1991","3","7","Top 0.1%","Adults","181593.6077121722","0.54096687","193037578911.1418","280257016986.7173","225107650079.8438","287338670579.9012","1063019.680830993","1543319.83662623","1239623.2054414705","1582317.0991532702","0.0461463268","0.0542910865","0.0436076109","0.0556629367"
"1991","3","8","Top 0.1%","Adults","181798.5222710723","0.54232258","190424206549.5233","277815427386.3956","222149042762.1557","284788367366.815","1047446.393791857","1528150.0856874757","1221951.861802916","1566505.4028446872","0.0453610534","0.0536174578","0.04287403","0.054963212"
"1991","3","9","Top 0.1%","Adults","182002.1690277884","0.54411042","187996550585.25","275851861388.1183","219598740011.5623","282650563776.9277","1032935.7698838544","1515651.5049334427","1206572.1039732972","1553006.5673765247","0.0445796821","0.0529111883","0.0421212684","0.0542152483"
"1991","4","10","Top 0.1%","Adults","182211.5302205579","0.54485464","185633285735.3291","272991002198.0931","215917140216.1879","279480715732.2702","1018779.0284765697","1498209.2618817876","1184980.6648066181","1533825.6332844186","0.0439987286","0.052402186","0.041446531","0.0536479237"
"1991","4","11","Top 0.1%","Adults","182424.1632253321","0.54566854","183903328227.2487","271554014938.435","213574117692.3701","277857273687.7764","1008108.3830988415","1488585.7779871456","1170755.6384872177","1523138.5402851729","0.0434510912","0.05184965","0.0407791554","0.0530531742"
"1991","4","12","Top 0.1%","Adults","182636.5539600461","0.54653412","182920571060.0922","270972240198.1883","212524216383.0652","276757332647.1813","1001555.094497174","1483669.256360732","1163645.5669742727","1515344.6922116436","0.0426711338","0.0512394802","0.0401872548","0.0523334118"
"1992","1","1","Top 0.1%","Adults","182848.6975697703","0.54666615","191060138886.51898","280032048392.2867","219626411386.5308","285479203850.2828","1044908.3938025613","1531495.997041126","1201137.412000034","1561286.5043315464","0.0438808841","0.0525479107","0.0412128153","0.0535700676"
"1992","1","2","Top 0.1%","Adults","183063.0759999998","0.54766011","194237694322.2687","285638516130.8923","223816211439.8268","291278530833.3028","1061042.4481355755","1560328.398124877","1222617.9977431772","1591137.531379092","0.044256583","0.0531003276","0.0416075335","0.054148809"
"1992","1","3","Top 0.1%","Adults","183276.8602001235","0.5488162","197542242206.6335","290752819526.8247","227345848469.7011","296262558614.7694","1077835.1505527394","1586413.1413499017","1240450.3668464085","1616475.523921976","0.0448486145","0.053842728","0.0421007809","0.0548630429"
"1992","2","4","Top 0.1%","Adults","183484.9071318462","0.55035102","200706386977.7846","295514899784.05396","230738546046.9442","300963596588.1906","1093857.7462045073","1610567.8903153965","1257534.2007892951","1640263.5033732129","0.0453747339","0.0544720087","0.0425318386","0.055476362"
"1992","2","5","Top 0.1%","Adults","183687.0817415042","0.55097371","202572792926.0304","299037663614.2668","233260646325.5946","304600660834.3743","1102814.5855738693","1627973.2944698366","1269880.5169862374","1658258.4792926656","0.0455949373","0.0548206532","0.0427621749","0.0558404816"
"1992","2","6","Top 0.1%","Adults","183880.8486061959","0.55169696","204096163865.952","302191931634.7463","235458974504.6892","307785003653.6523","1109937.0348406958","1643411.6653547129","1280497.541149347","1673828.4926714299","0.045781663","0.0551827512","0.0429967602","0.0562040927"
"1992","3","7","Top 0.1%","Adults","184070.0986074867","0.55310386","205387879365.7359","304221814393.2224","236473041507.3544","309813947593.3129","1115813.3826163015","1652749.7768225174","1284690.1441152177","1683130.2310211933","0.0460439198","0.0555378492","0.0431698303","0.0565587327"
"1992","3","8","Top 0.1%","Adults","184254.1546756493","0.55359215","206835714918.9827","307519288372.5208","238548608260.8443","313310205063.6152","1122556.5864882923","1668995.1383395428","1294671.529555314","1700424.0996093082","0.0461850274","0.0558768773","0.0433447655","0.0569290987"
"1992","3","9","Top 0.1%","Adults","184432.349770222","0.55440646","207871363606.1596","310606639459.834","239966513548.882","316257682929.1225","1127087.3242418668","1684122.3345405958","1301108.5845181071","1714762.531210697","0.0465467407","0.0565186785","0.0436648432","0.0575469549"
"1992","4","10","Top 0.1%","Adults","184611.5157686693","0.55643624","213565572487.9332","318556341868.8817","245882231502.7772","324137944939.0019","1156837.7606278108","1725549.6795121618","1331889.9987305463","1755783.9964066413","0.0475122889","0.0576378294","0.0444885764","0.058647734"
"1992","4","11","Top 0.1%","Adults","184793.4408266993","0.55756497","217946832601.1799","324662095677.9276","251169163285.2125","330541682185.9166","1179407.8384284866","1756891.8800662314","1359188.7361454612","1788708.9536684428","0.0484249355","0.0584992205","0.0452569007","0.0595586336"
"1992","4","12","Top 0.1%","Adults","184976.5874958444","0.55853236","219622206798.1589","328844331205.74603","253521329631.5604","334345509614.1088","1187297.321089853","1777761.9084530557","1370559.0154065085","1807501.7716586431","0.0486454224","0.0590795976","0.0455471989","0.0600679297"
"1993","1","1","Top 0.1%","Adults","185161.2197778993","0.55985683","215593875239.9572","322572066506.0267","247758706431.988","328453432070.1313","1164357.6095391996","1742114.611758075","1338070.178675504","1773878.096418412","0.0474064082","0.0578445338","0.0444287914","0.0588991973"
"1993","1","2","Top 0.1%","Adults","185348.1009999998","0.56056559","211867700359.0729","319598290872.2363","244461631085.8295","325749032573.2271","1143079.9626000654","1724313.8135644384","1318932.4830785817","1757498.624564961","0.0463624764","0.0569756696","0.0435808496","0.0580721788"
"1993","1","3","Top 0.1%","Adults","185534.5037935637","0.56149751","208852547369.653","317547175721.8384","241084402244.3751","323454162234.2288","1125680.3618696947","1711526.2618491682","1299404.678456032","1743363.9329648486","0.0457593412","0.0566755128","0.0430285111","0.0577297861"
